1	0.0	4000	4000
2	0.0	4000	4000
3	0.0	4000	4000
4	0.0	4000	4000
5	0.0	4000	4000
6	0.0	4000	4000
7	0.0	4000	4000
8	0.0	4000	4000
9	0.0	4000	4000
10	0.0	4000	4000
11	177.3	4000	3760
12	162.5	4000	3769
13	150.0	4000	3769
14	139.3	4000	3769
15	130.0	4000	3769
16	121.9	4000	3769
17	114.7	4000	3769
18	108.3	4000	3778
19	102.6	4000	3778
20	97.5	4000	3778
21	92.9	4000	3778
22	88.6	4000	3778
23	84.8	4000	3778
24	162.5	4000	3547
25	156.0	4000	3547
26	150.0	4000	3547
27	144.4	4000	3547
28	139.3	4000	3547
29	134.5	4000	3547
30	130.0	4000	3556
31	125.8	4000	3556
32	121.9	4000	3556
33	118.2	4000	3556
34	114.7	4000	3556
35	111.4	4000	3556
36	108.3	4000	3565
37	158.1	4000	3325
38	153.9	4000	3325
39	150.0	4000	3325
40	146.2	4000	3325
41	142.7	4000	3325
42	139.3	4000	3334
43	136.0	4000	3334
44	133.0	4000	3334
45	130.0	4000	3334
46	127.2	4000	3334
47	124.5	4000	3334
48	121.9	4000	3343
49	119.4	4000	3343
50	156.0	4000	3103
51	152.9	4000	3103
52	150.0	4000	3103
53	147.2	4000	3103
54	144.4	4000	3112
55	141.8	4000	3112
56	139.3	4000	3112
57	136.8	4000	3112
58	134.5	4000	3112
59	132.2	4000	3112
60	130.0	4000	3121
61	127.9	4000	3121
62	125.8	4000	3121
63	154.8	4000	2881
64	152.3	4000	2881
65	150.0	4000	2881
66	147.7	4000	2890
67	145.5	4000	2890
68	143.4	4000	2890
69	141.3	4000	2890
70	139.3	4000	2890
71	137.3	4000	2890
72	135.4	4000	2899
73	133.6	4000	2899
74	131.8	4000	2899
75	130.0	4000	2899
76	153.9	4000	2659
77	151.9	4000	2659
78	150.0	4000	2668
79	148.1	2076	3734
80	146.2	2076	3734
81	144.4	2076	3734
82	142.7	2076	3734
83	141.0	2076	3734
84	139.3	2095	3743
85	137.6	2095	3743
86	136.0	2095	3743
87	134.5	2095	3743
88	133.0	2095	3743
89	131.5	2095	3743
90	151.7	2114	3512
91	150.0	2114	3512
92	148.4	2114	3512
93	146.8	2114	3512
94	145.2	2114	3512
95	143.7	2114	3512
96	142.2	2133	3521
97	140.7	2133	3521
98	139.3	2133	3521
99	137.9	2133	3521
100	136.5	2133	3521
101	135.1	2133	3521
102	133.8	2152	3530
103	151.5	2152	3290
104	150.0	2152	3290
105	148.6	2152	3290
106	147.2	2152	3290
107	145.8	2152	3290
108	144.4	2171	3299
109	143.1	2171	3299
110	141.8	2171	3299
111	140.5	2171	3299
112	139.3	2171	3299
113	138.1	2171	3299
114	136.8	2190	3308
115	135.7	2190	3308
116	151.3	2190	3068
117	150.0	2190	3068
118	148.7	2190	3068
119	147.5	2190	3068
120	146.2	2209	3077
121	145.0	2209	3077
122	143.9	2209	3077
123	142.7	2209	3077
124	141.5	2209	3077
125	140.4	2209	3077
126	139.3	2228	3086
127	138.2	2228	3086
128	137.1	2228	3086
129	151.2	2228	2846
130	150.0	2228	2846
131	148.9	2228	2846
132	147.7	2247	2855
133	146.6	2247	2855
134	145.5	2247	2855
135	144.4	2247	2855
136	143.4	2247	2855
137	142.3	2247	2855
138	141.3	2266	2864
139	140.3	2266	2864
140	139.3	2266	2864
141	138.3	2266	2864
142	151.1	2266	2624
143	150.0	2266	2624
144	149.0	2285	2633
145	147.9	2285	2633
146	146.9	2285	2633
147	145.9	2285	2633
148	144.9	2285	2633
149	144.0	2285	2633
150	143.0	2304	2642
151	142.1	2304	2642
152	141.1	2304	2642
153	140.2	2304	2642
154	139.3	2304	2642
155	151.0	2304	2402
156	150.0	2323	2411
157	149.0	2323	2411
158	148.1	2323	2411
159	147.2	2323	2411
160	146.2	2323	2411
161	145.3	2323	2411
162	144.4	2342	2420
163	143.6	2342	2420
164	142.7	2342	2420
165	141.8	2342	2420
166	141.0	2342	2420
167	140.1	2342	2420
168	150.9	2361	2189
169	150.0	2361	2189
170	149.1	2361	2189
171	148.2	2361	2189
172	147.4	2361	2189
173	146.5	2361	2189
174	145.7	2380	2198
175	144.9	2380	2198
176	144.0	2380	2198
177	143.2	2380	2198
178	142.4	2380	2198
179	141.6	2380	2198
180	140.8	2399	2207
181	150.8	2399	1967
182	150.0	2399	1967
183	149.2	2399	1967
184	148.4	2399	1967
185	147.6	2399	1967
186	146.8	2418	1976
187	146.0	2418	1976
188	145.2	2418	1976
189	144.4	2418	1976
190	143.7	2418	1976
191	142.9	2418	1976
192	142.2	2437	1985
193	141.5	2437	1985
194	150.8	2437	1745
195	150.0	2437	1745
196	149.2	2437	1745
197	148.5	2437	1745
198	147.7	2456	1754
199	147.0	2456	1754
200	146.2	2456	1754
201	145.5	2456	1754
202	144.8	2456	1754
203	144.1	2456	1754
204	143.4	2475	1763
205	142.7	2475	1763
206	142.0	2475	1763
207	150.7	2475	1523
208	150.0	2475	1523
209	149.3	2475	1523
210	148.6	2494	1532
211	147.9	2494	1532
212	147.2	2494	1532
213	146.5	2494	1532
214	145.8	2494	1532
215	145.1	2494	1532
216	144.4	2513	1541
217	143.8	2513	1541
218	143.1	2513	1541
219	142.5	2513	1541
220	150.7	2513	1301
221	150.0	2513	1301
222	149.3	2532	1310
223	148.7	2532	1310
224	148.0	2532	1310
225	147.3	2532	1310
226	146.7	2532	1310
227	146.0	2532	1310
228	145.4	2551	1319
229	144.8	2551	1319
230	144.1	2551	1319
231	143.5	2551	1319
232	142.9	2551	1319
233	150.6	2551	1079
234	150.0	2570	1088
235	149.4	2570	1088
236	148.7	2570	1088
237	148.1	2570	1088
238	147.5	2570	1088
239	146.9	2570	1088
240	146.2	2589	1097
241	145.6	2589	1097
242	145.0	2589	1097
243	144.4	2589	1097
244	143.9	2589	1097
245	143.3	2589	1097
246	150.6	2608	866
247	150.0	2608	866
248	149.4	2608	866
249	148.8	2608	866
250	148.2	2608	866
251	147.6	2608	866
252	147.0	2627	875
253	146.4	2627	875
254	145.9	2627	875
255	145.3	2627	875
256	144.7	2627	875
257	144.2	2627	875
258	143.6	2646	884
259	150.6	2646	644
260	150.0	2646	644
261	149.4	2646	644
262	148.9	722	1710
263	148.3	722	1710
264	147.7	741	1719
265	147.2	741	1719
266	146.6	741	1719
267	146.1	741	1599
268	145.5	741	1599
269	145.0	741	1599
270	144.4	1060	1608
271	143.9	1060	1608
272	143.4	1060	1608
273	142.9	1060	1608
274	142.3	1060	1608
275	141.8	1060	1608
276	141.3	1379	1617
277	140.8	1379	1617
278	140.3	1379	1617
279	139.8	1379	1617
280	146.2	1379	1377
281	145.7	1379	1377
282	145.2	1698	1386
283	144.7	1698	1386
284	144.2	1698	1386
285	143.7	1698	1386
286	143.2	1698	1386
287	142.7	1698	1386
288	142.2	2017	1395
289	141.7	2017	1395
290	141.2	2017	1395
291	140.7	2017	1395
292	140.2	2017	1395
293	146.4	2017	1155
294	145.9	2336	1164
295	145.4	2336	1164
296	144.9	2336	1164
297	144.4	2336	1164
298	144.0	2336	1164
299	143.5	2336	1164
300	143.0	2655	1173
301	142.5	2655	1173
302	142.1	2655	1173
303	141.6	2655	1173
304	141.1	2655	1173
305	140.7	2655	1173
306	146.6	2674	942
307	146.1	2674	942
308	145.6	2674	942
309	145.1	2674	942
310	144.7	2674	942
311	144.2	2674	942
312	143.8	2693	951
313	143.3	2693	951
314	142.8	2693	951
315	142.4	2693	951
316	141.9	2693	951
317	141.5	2693	951
318	141.0	2712	960
319	146.7	2712	720
320	146.2	2712	720
321	145.8	2712	720
322	145.3	2712	720
323	144.9	2712	720
324	144.4	2731	729
325	144.0	2731	729
326	143.6	2731	729
327	143.1	2731	729
328	142.7	2731	729
329	142.2	2731	729
330	141.8	2750	738
331	141.4	2750	738
332	146.8	2750	498
333	146.4	2750	498
334	146.0	2750	498
335	145.5	2750	498
336	145.1	2769	507
337	144.7	2769	507
338	144.2	2769	507
339	143.8	2769	507
340	143.4	2769	507
341	143.0	2769	507
342	142.5	2788	516
343	142.1	2788	516
344	141.7	2788	516
345	147.0	2788	276
346	146.5	2788	276
347	146.1	2788	276
348	145.7	2807	285
349	145.3	2807	285
350	144.9	2807	285
351	144.4	2659	367
352	144.0	2659	367
353	143.6	2659	367
354	143.2	2678	376
355	142.8	2678	376
356	142.4	2530	458
357	142.0	2530	458
358	141.6	2530	458
359	141.2	2530	458
360	140.8	2549	467
361	140.4	2549	467
362	140.1	2549	467
363	139.7	2549	467
364	139.3	2549	467
365	138.9	2549	467
366	138.5	2568	476
367	138.1	2568	476
368	143.1	2568	236
369	142.7	2568	236
370	142.3	2568	236
371	141.9	2568	236
372	141.5	2587	245
373	141.2	2587	245
374	140.8	2439	327
375	140.4	2439	327
376	140.0	2439	327
377	139.7	2439	327
378	139.3	2458	336
379	138.9	2310	418
380	138.6	2310	418
381	138.2	2310	418
382	137.8	2310	418
383	137.5	2310	418
384	137.1	2329	427
385	136.8	2329	427
386	136.4	2329	427
387	136.0	2329	427
388	135.7	2329	427
389	135.3	2329	427
390	135.0	2348	436
391	139.6	2348	196
392	139.3	2348	196
393	138.9	2348	196
394	138.6	2348	196
395	138.2	2348	196
396	137.9	2367	205
397	137.5	2219	287
398	137.2	2219	287
399	136.8	2219	287
400	136.5	2219	287
401	136.2	2219	287
402	135.8	2090	378
